file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/src/2022-02/src/java/br/ufmg/engsoft/reprova/model/CourseFactory.java,br.ufmg.engsoft.reprova.model.CourseFactory,"createCourse/3[int,br.ufmg.engsoft.reprova.model.Course.Reference,java.lang.String]",false,9,2,4,4,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1025,0,false
/src/2022-02/src/java/br/ufmg/engsoft/reprova/model/CourseFactory.java,br.ufmg.engsoft.reprova.model.CourseFactory,"createCourse/4[int,br.ufmg.engsoft.reprova.model.Course.Reference,java.lang.String,float]",false,10,2,6,6,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1025,0,false
/src/2022-02/src/java/br/ufmg/engsoft/reprova/routes/mapper/QuestionFromDocument.java,br.ufmg.engsoft.reprova.routes.mapper.QuestionFromDocument,parseDoc/1[br.ufmg.engsoft.reprova.routes.mapper.Document],false,20,4,2,0,2,3,5,14,1,2,1,5,0,0,0,1,1,0,4,0,2,2,1,0,0,0,15,1,3,false
/src/2022-02/src/java/br/ufmg/engsoft/reprova/routes/mapper/QuestionFromDocument.java,br.ufmg.engsoft.reprova.routes.mapper.QuestionFromDocument,QuestionFromDocument/1[br.ufmg.engsoft.reprova.mime.json.Json],true,16,1,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
/src/2022-02/src/java/br/ufmg/engsoft/reprova/model/ScoreCsv.java,br.ufmg.engsoft.reprova.model.ScoreCsv,courseFromLine/1[java.lang.String],false,39,4,5,1,4,1,5,10,1,7,1,5,1,1,0,0,0,0,0,3,7,0,0,0,0,0,13,1,0,false
/src/2022-02/src/java/br/ufmg/engsoft/reprova/model/ScoreCsv.java,br.ufmg.engsoft.reprova.model.ScoreCsv,studentFromLine/1[java.lang.String],false,59,2,3,1,2,1,2,7,1,4,1,2,1,1,0,0,0,0,0,2,4,0,0,0,0,0,9,1,0,false
/src/2022-02/src/java/br/ufmg/engsoft/reprova/model/ScoreCsv.java,br.ufmg.engsoft.reprova.model.ScoreCsv,ScoreCsv/0,true,10,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,false
/src/2022-02/src/java/br/ufmg/engsoft/reprova/model/ScoreCsv.java,br.ufmg.engsoft.reprova.model.ScoreCsv,getScoredCourseFromFile/1[java.io.BufferedReader],false,14,4,4,0,4,5,8,24,1,6,1,8,2,3,1,0,1,0,1,0,8,0,3,0,0,0,25,1,0,false
/src/2022-02/src/java/br/ufmg/engsoft/reprova/model/ScoreCsv.java,br.ufmg.engsoft.reprova.model.ScoreCsv,parseLine/1[java.lang.String],false,50,0,2,2,0,2,1,8,1,2,1,1,0,0,0,0,0,0,2,1,2,0,1,0,0,0,10,2,0,false
/src/2022-02/src/java/br/ufmg/engsoft/reprova/routes/mapper/CourseFromReader.java,br.ufmg.engsoft.reprova.routes.mapper.CourseFromReader,"getCourse/2[br.ufmg.engsoft.reprova.routes.mapper.Part,java.io.BufferedReader]",false,12,4,4,1,3,1,4,6,1,3,2,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,1,0,false
/src/2022-02/src/java/br/ufmg/engsoft/reprova/database/CourseDAOFactory.java,br.ufmg.engsoft.reprova.database.CourseDAOFactory,"createCourseDAO/2[br.ufmg.engsoft.reprova.database.Mongo,br.ufmg.engsoft.reprova.mime.json.Json]",false,9,3,1,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1025,0,false
/src/2022-02/src/java/br/ufmg/engsoft/reprova/database/CourseDAOFactory.java,br.ufmg.engsoft.reprova.database.CourseDAOFactory,create/0,false,6,1,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,false
